congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,senate,G000555,Gillibrand,NY,,Democrat,88,0.11363636363636363,0.24656442,-22.49045614
115,senate,G000555,Gillibrand,NY,,D,84,0.11904761904761904,0.25753921,-22.49045614
116,senate,G000555,Gillibrand,NY,,D,4,0,0.0160939,-22.49045614
0,senate,G000562,Gardner,CO,,Republican,88,0.8977272727272727,0.43960914,-4.90558301
115,senate,G000562,Gardner,CO,,R,84,0.9166666666666666,0.45142381,-4.90558301
116,senate,G000562,Gardner,CO,,R,4,0.5,0.19150099,-4.90558301
0,senate,H000338,Hatch,UT,,Republican,84,0.9642857142857143,0.824664,18.07933323
115,senate,H000338,Hatch,UT,,R,84,0.9642857142857143,0.824664,18.07933323
0,senate,H001041,Heller,NV,,Republican,83,0.9156626506024096,0.4997653,-2.41712836
115,senate,H001041,Heller,NV,,R,83,0.9156626506024096,0.4997653,-2.41712836
0,senate,H001042,Hirono,HI,,Democrat,88,0.23863636363636365,0.20278325,-32.18281473
115,senate,H001042,Hirono,HI,,D,84,0.25,0.21231418,-32.18281473
116,senate,H001042,Hirono,HI,,D,4,0,0.00263384,-32.18281473
0,senate,H001046,Heinrich,NM,,Democrat,87,0.27586206896551724,0.38585827,-8.2132684
115,senate,H001046,Heinrich,NM,,D,83,0.2891566265060241,0.39809242,-8.2132684
116,senate,H001046,Heinrich,NM,,D,4,0,0.13199973,-8.2132684
0,senate,H001061,Hoeven,ND,,Republican,88,0.9659090909090909,0.91762138,35.72888837
115,senate,H001061,Hoeven,ND,,R,84,0.9642857142857143,0.91518938,35.72888837
116,senate,H001061,Hoeven,ND,,R,4,1,0.96869337,35.72888837
0,senate,H001069,Heitkamp,ND,,Democrat,84,0.5476190476190477,0.91518938,35.72888837
115,senate,H001069,Heitkamp,ND,,D,84,0.5476190476190477,0.91518938,35.72888837
0,senate,H001075,Harris,CA,,Democrat,88,0.17045454545454544,0.21047865,-30.10929307
115,senate,H001075,Harris,CA,,D,84,0.17857142857142858,0.22031274,-30.10929307
116,senate,H001075,Harris,CA,,D,4,0,0.00396285,-30.10929307
0,senate,H001076,Hassan,NH,,Democrat,88,0.32954545454545453,0.52477493,-0.36766386
115,senate,H001076,Hassan,NH,,D,84,0.34523809523809523,0.53567328,-0.36766386
116,senate,H001076,Hassan,NH,,D,4,0,0.29590944,-0.36766386
0,senate,H001079,Hyde-Smith,MS,,Republican,20,1,0.78656276,17.82624982
115,senate,H001079,Hyde-Smith,MS,,R,16,1,0.7891585,17.82624982
116,senate,H001079,Hyde-Smith,MS,,R,4,1,0.77617978,17.82624982
0,senate,H001089,Hawley,MO,,Republican,4,0.75,0.79199518,18.637117
116,senate,H001089,Hawley,MO,,R,4,0.75,0.79199518,18.637117
0,senate,I000024,Inhofe,OK,,Republican,88,0.9431818181818182,0.91881746,36.39118454
115,senate,I000024,Inhofe,OK,,R,84,0.9404761904761905,0.91631997,36.39118454
116,senate,I000024,Inhofe,OK,,R,4,1,0.97126476,36.39118454
0,senate,I000055,Isakson,GA,,Republican,71,0.9295774647887324,0.62135288,5.15937819
115,senate,I000055,Isakson,GA,,R,67,0.9402985074626866,0.63168434,5.15937819
116,senate,I000055,Isakson,GA,,R,4,0.75,0.44830095,5.15937819
0,senate,J000293,Johnson,WI,,Republican,88,0.8977272727272727,0.5470907,0.7643432
115,senate,J000293,Johnson,WI,,R,84,0.8928571428571429,0.55764569,0.7643432
116,senate,J000293,Johnson,WI,,R,4,1,0.3254358,0.7643432
0,senate,J000300,Jones,AL,,Democrat,31,0.45161290322580644,0.87022935,27.72514661
115,senate,J000300,Jones,AL,,D,27,0.5185185185185185,0.86317279,27.72514661
116,senate,J000300,Jones,AL,,D,4,0,0.91786114,27.72514661
0,senate,K000352,Kyl,AZ,,Republican,7,0.7142857142857143,0.63824333,3.54559463
115,senate,K000352,Kyl,AZ,,R,7,0.7142857142857143,0.63824333,3.54559463
0,senate,K000367,Klobuchar,MN,,Democrat,88,0.3068181818181818,0.50231675,-1.52013048
115,senate,K000367,Klobuchar,MN,,D,84,0.32142857142857145,0.51351587,-1.52013048
116,senate,K000367,Klobuchar,MN,,D,4,0,0.26713514,-1.52013048
0,senate,K000383,King,ME,,Independent,88,0.4431818181818182,0.47490783,-2.96044935
115,senate,K000383,King,ME,,I,84,0.4642857142857143,0.48641584,-2.96044935
116,senate,K000383,King,ME,,I,4,0,0.23323969,-2.96044935
0,senate,K000384,Kaine,VA,,Democrat,88,0.3409090909090909,0.43233832,-5.32370582
115,senate,K000384,Kaine,VA,,D,84,0.35714285714285715,0.44420349,-5.32370582
116,senate,K000384,Kaine,VA,,D,4,0,0.18316967,-5.32370582
0,senate,K000393,Kennedy,LA,,Republican,87,0.8620689655172413,0.83584426,19.63911856
115,senate,K000393,Kennedy,LA,,R,83,0.8674698795180723,0.83706827,19.63911856
116,senate,K000393,Kennedy,LA,,R,4,0.75,0.81044607,19.63911856
0,senate,L000174,Leahy,VT,,Democrat,87,0.25287356321839083,0.21767108,-26.40835124
115,senate,L000174,Leahy,VT,,D,83,0.26506024096385544,0.22777615,-26.40835124
116,senate,L000174,Leahy,VT,,D,4,0,0.00799071,-26.40835124
0,senate,L000575,Lankford,OK,,Republican,88,0.9090909090909091,0.91881746,36.39118454
115,senate,L000575,Lankford,OK,,R,84,0.9047619047619048,0.91631997,36.39118454
116,senate,L000575,Lankford,OK,,R,4,1,0.97126476,36.39118454
0,senate,L000577,Lee,UT,,Republican,88,0.7840909090909091,0.8226884,18.07933323
115,senate,L000577,Lee,UT,,R,84,0.7857142857142857,0.824664,18.07933323
116,senate,L000577,Lee,UT,,R,4,0.75,0.78120077,18.07933323
0,senate,M000133,Markey,MA,,Democrat,87,0.14942528735632185,0.22490023,-27.19670645
115,senate,M000133,Markey,MA,,D,83,0.1566265060240964,0.2354061,-27.19670645
116,senate,M000133,Markey,MA,,D,4,0,0.00690333,-27.19670645
0,senate,M000303,McCain,AZ,,Republican,53,0.8301886792452831,0.61164701,3.54559463
115,senate,M000303,McCain,AZ,,R,53,0.8301886792452831,0.61164701,3.54559463
0,senate,M000355,McConnell,KY,,Republican,87,0.9540229885057471,0.90017363,29.83745022
115,senate,M000355,McConnell,KY,,R,83,0.9518072289156626,0.89847086,29.83745022
116,senate,M000355,McConnell,KY,,R,4,1,0.93550617,29.83745022
0,senate,M000639,Menéndez,NJ,,Democrat,86,0.2441860465116279,0.29662066,-14.1026978
115,senate,M000639,Menéndez,NJ,,D,82,0.25609756097560976,0.30812243,-14.1026978
116,senate,M000639,Menéndez,NJ,,D,4,0,0.0608344,-14.1026978
0,senate,M000934,Moran,KS,,Republican,87,0.9195402298850575,0.84465082,20.60221107
115,senate,M000934,Moran,KS,,R,83,0.927710843373494,0.84549922,20.60221107
116,senate,M000934,Moran,KS,,R,4,0.75,0.82704654,20.60221107
0,senate,M001111,Murray,WA,,Democrat,88,0.25,0.29833177,-15.4790881
115,senate,M001111,Murray,WA,,D,84,0.2619047619047619,0.31016827,-15.4790881
116,senate,M001111,Murray,WA,,D,4,0,0.04976516,-15.4790881
0,senate,M001153,Murkowski,AK,,Republican,86,0.8023255813953488,0.78320591,14.73064079
115,senate,M001153,Murkowski,AK,,R,82,0.8170731707317073,0.78684126,14.73064079
116,senate,M001153,Murkowski,AK,,R,4,0.5,0.70868128,14.73064079
0,senate,M001169,Murphy,CT,,Democrat,87,0.26436781609195403,0.31590579,-13.63938672
115,senate,M001169,Murphy,CT,,D,83,0.27710843373493976,0.32799846,-13.63938672
116,senate,M001169,Murphy,CT,,D,4,0,0.0649829,-13.63938672
0,senate,M001170,McCaskill,MO,,Democrat,83,0.4578313253012048,0.83012856,18.637117
115,senate,M001170,McCaskill,MO,,D,83,0.4578313253012048,0.83012856,18.637117
0,senate,M001176,Merkley,OR,,Democrat,88,0.125,0.34750972,-10.97781682
115,senate,M001176,Merkley,OR,,D,84,0.13095238095238096,0.35961111,-10.97781682
116,senate,M001176,Merkley,OR,,D,4,0,0.09338052,-10.97781682
0,senate,M001183,Manchin,WV,,Democrat,88,0.6022727272727273,0.92538735,42.15364679
115,senate,M001183,Manchin,WV,,D,84,0.6071428571428571,0.9224584,42.15364679
116,senate,M001183,Manchin,WV,,D,4,0.5,0.98689514,42.15364679
0,senate,M001197,McSally,AZ,,Republican,100,0.96,0.58296881,3.54559463
116,senate,M001197,McSally,AZ,,R,4,0.75,0.40210386,3.54559463
0,senate,N000032,Nelson,FL,,Democrat,83,0.43373493975903615,0.56806183,1.19862561
115,senate,N000032,Nelson,FL,,D,83,0.43373493975903615,0.56806183,1.19862561
0,senate,P000449,Portman,OH,,Republican,88,0.9431818181818182,0.68642704,8.1295744
115,senate,P000449,Portman,OH,,R,84,0.9404761904761905,0.69369075,8.1295744
116,senate,P000449,Portman,OH,,R,4,1,0.53388905,8.1295744
0,senate,P000595,Peters,MI,,Democrat,87,0.3218390804597701,0.53609516,0.22303327
115,senate,P000595,Peters,MI,,D,83,0.3373493975903614,0.54693486,0.22303327
116,senate,P000595,Peters,MI,,D,4,0,0.31117149,0.22303327
0,senate,P000603,Paul,KY,,Republican,82,0.7317073170731707,0.89768781,29.83745022
115,senate,P000603,Paul,KY,,R,81,0.7283950617283951,0.89824468,29.83745022
116,senate,P000603,Paul,KY,,R,1,1,0.85258083,29.83745022
0,senate,P000612,Perdue,GA,,Republican,87,0.9540229885057471,0.62874837,5.15937819
115,senate,P000612,Perdue,GA,,R,83,0.9518072289156626,0.63744463,5.15937819
116,senate,P000612,Perdue,GA,,R,4,1,0.44830095,5.15937819
0,senate,R000122,Reed,RI,,Democrat,88,0.2727272727272727,0.29805783,-15.50854907
115,senate,R000122,Reed,RI,,D,84,0.2857142857142857,0.30989164,-15.50854907
116,senate,R000122,Reed,RI,,D,4,0,0.04954779,-15.50854907
0,senate,R000307,Roberts,KS,,Republican,88,0.9659090909090909,0.84619189,20.60221107
115,senate,R000307,Roberts,KS,,R,84,0.9642857142857143,0.84710357,20.60221107
116,senate,R000307,Roberts,KS,,R,4,1,0.82704654,20.60221107
0,senate,R000584,Risch,ID,,Republican,86,0.9069767441860465,0.90665763,31.76941855
115,senate,R000584,Risch,ID,,R,84,0.9047619047619048,0.90597605,31.76941855
116,senate,R000584,Risch,ID,,R,2,1,0.9352838,31.76941855
0,senate,R000595,Rubio,FL,,Republican,87,0.9310344827586207,0.55192391,1.19862561
115,senate,R000595,Rubio,FL,,R,83,0.9397590361445783,0.56227889,1.19862561
116,senate,R000595,Rubio,FL,,R,4,0.75,0.337058,1.19862561
0,senate,R000605,Rounds,SD,,Republican,88,0.9204545454545454,0.90113967,29.79332222
115,senate,R000605,Rounds,SD,,R,84,0.9166666666666666,0.89951902,29.79332222
116,senate,R000605,Rounds,SD,,R,4,1,0.93517342,29.79332222
0,senate,R000608,Rosen,NV,,Democrat,95,0.42105263157894735,0.70295011,-2.41712836
116,senate,R000608,Rosen,NV,,D,2,0,0.23295838,-2.41712836
0,senate,R000615,Romney,UT,,Republican,4,0.75,0.78120077,18.07933323
116,senate,R000615,Romney,UT,,R,4,0.75,0.78120077,18.07933323
0,senate,S000033,Sanders,VT,,Independent,87,0.13793103448275862,0.22865228,-26.40835124
115,senate,S000033,Sanders,VT,,I,84,0.14285714285714285,0.236595,-26.40835124
116,senate,S000033,Sanders,VT,,I,3,0,0.00625601,-26.40835124
0,senate,S000148,Schumer,NY,,Democrat,88,0.26136363636363635,0.24656442,-22.49045614
115,senate,S000148,Schumer,NY,,D,84,0.27380952380952384,0.25753921,-22.49045614
116,senate,S000148,Schumer,NY,,D,4,0,0.0160939,-22.49045614
0,senate,S000320,Shelby,AL,,Republican,88,0.9431818181818182,0.89238889,27.72514661
115,senate,S000320,Shelby,AL,,R,84,0.9404761904761905,0.89117593,27.72514661
116,senate,S000320,Shelby,AL,,R,4,1,0.91786114,27.72514661
0,senate,S000770,Stabenow,MI,,Democrat,88,0.3181818181818182,0.53639984,0.22303327
115,senate,S000770,Stabenow,MI,,D,84,0.3333333333333333,0.547125,0.22303327
116,senate,S000770,Stabenow,MI,,D,4,0,0.31117149,0.22303327
0,senate,S001141,Sessions,AL,,Republican,8,1,0.95761291,27.72514661
115,senate,S001141,Sessions,AL,,R,8,1,0.95761291,27.72514661
0,senate,S001181,Shaheen,NH,,Democrat,87,0.3448275862068966,0.52708925,-0.36766386
115,senate,S001181,Shaheen,NH,,D,83,0.3614457831325301,0.53823045,-0.36766386
116,senate,S001181,Shaheen,NH,,D,4,0,0.29590944,-0.36766386
0,senate,S001184,Scott,SC,,Republican,88,0.9659090909090909,0.77890851,14.2659129
115,senate,S001184,Scott,SC,,R,84,0.9642857142857143,0.78277954,14.2659129
116,senate,S001184,Scott,SC,,R,4,1,0.69761699,14.2659129
0,senate,S001191,Sinema,AZ,,Democrat,95,0.6,0.3654565,3.54559463
116,senate,S001191,Sinema,AZ,,D,4,0,0.40210386,3.54559463
0,senate,S001194,Schatz,HI,,Democrat,88,0.26136363636363635,0.20278325,-32.18281473
115,senate,S001194,Schatz,HI,,D,84,0.27380952380952384,0.21231418,-32.18281473
116,senate,S001194,Schatz,HI,,D,4,0,0.00263384,-32.18281473
0,senate,S001197,Sasse,NE,,Republican,87,0.8620689655172413,0.88022617,25.04859475
115,senate,S001197,Sasse,NE,,R,83,0.8674698795180723,0.87976012,25.04859475
116,senate,S001197,Sasse,NE,,R,4,0.75,0.88989681,25.04859475
0,senate,S001198,Sullivan,AK,,Republican,85,0.9294117647058824,0.7834388,14.73064079
115,senate,S001198,Sullivan,AK,,R,81,0.9259259259259259,0.78713053,14.73064079
116,senate,S001198,Sullivan,AK,,R,4,1,0.70868128,14.73064079
0,senate,S001202,Strange,AL,,Republican,45,0.9111111111111111,0.88745216,27.72514661
115,senate,S001202,Strange,AL,,R,45,0.9111111111111111,0.88745216,27.72514661
0,senate,S001203,Smith,MN,,Democrat,31,0.2903225806451613,0.48861702,-1.52013048
115,senate,S001203,Smith,MN,,D,27,0.3333333333333333,0.52142916,-1.52013048
116,senate,S001203,Smith,MN,,D,4,0,0.26713514,-1.52013048
0,senate,S001217,Scott,FL,,Republican,4,1,0.337058,1.19862561
116,senate,S001217,Scott,FL,,R,4,1,0.337058,1.19862561
0,senate,T000250,Thune,SD,,Republican,88,0.9545454545454546,0.90113967,29.79332222
115,senate,T000250,Thune,SD,,R,84,0.9523809523809523,0.89951902,29.79332222
116,senate,T000250,Thune,SD,,R,4,1,0.93517342,29.79332222
0,senate,T000461,Toomey,PA,,Republican,85,0.8941176470588236,0.54067013,0.72426964
115,senate,T000461,Toomey,PA,,R,81,0.8888888888888888,0.55135156,0.72426964
116,senate,T000461,Toomey,PA,,R,4,1,0.32437114,0.72426964
0,senate,T000464,Tester,MT,,Democrat,88,0.36363636363636365,0.84465523,20.42273211
115,senate,T000464,Tester,MT,,D,84,0.38095238095238093,0.84563706,20.42273211
116,senate,T000464,Tester,MT,,D,4,0,0.82403666,20.42273211
0,senate,T000476,Tillis,NC,,Republican,86,0.9534883720930233,0.6091645,3.65522853
115,senate,T000476,Tillis,NC,,R,82,0.9512195121951219,0.61911325,3.65522853
116,senate,T000476,Tillis,NC,,R,4,1,0.40521511,3.65522853
0,senate,U000039,Udall,NM,,Democrat,88,0.26136363636363635,0.38571136,-8.2132684
115,senate,U000039,Udall,NM,,D,84,0.27380952380952384,0.39779287,-8.2132684
116,senate,U000039,Udall,NM,,D,4,0,0.13199973,-8.2132684
0,senate,V000128,Van Hollen,MD,,Democrat,87,0.2413793103448276,0.22875471,-26.41643951
115,senate,V000128,Van Hollen,MD,,D,83,0.25301204819277107,0.23939451,-26.41643951
116,senate,V000128,Van Hollen,MD,,D,4,0,0.0079788,-26.41643951
0,senate,W000437,Wicker,MS,,Republican,88,0.9659090909090909,0.82009813,17.82624982
115,senate,W000437,Wicker,MS,,R,84,0.9642857142857143,0.82218948,17.82624982
116,senate,W000437,Wicker,MS,,R,4,1,0.77617978,17.82624982
0,senate,W000779,Wyden,OR,,Democrat,88,0.18181818181818182,0.34750972,-10.97781682
115,senate,W000779,Wyden,OR,,D,84,0.19047619047619047,0.35961111,-10.97781682
116,senate,W000779,Wyden,OR,,D,4,0,0.09338052,-10.97781682
0,senate,W000802,Whitehouse,RI,,Democrat,88,0.26136363636363635,0.29805783,-15.50854907
115,senate,W000802,Whitehouse,RI,,D,84,0.27380952380952384,0.30989164,-15.50854907
116,senate,W000802,Whitehouse,RI,,D,4,0,0.04954779,-15.50854907
0,senate,W000805,Warner,VA,,Democrat,88,0.42045454545454547,0.43233832,-5.32370582
115,senate,W000805,Warner,VA,,D,84,0.44047619047619047,0.44420349,-5.32370582
116,senate,W000805,Warner,VA,,D,4,0,0.18316967,-5.32370582
0,senate,W000817,Warren,MA,,Democrat,88,0.125,0.22260902,-27.19670645
115,senate,W000817,Warren,MA,,D,84,0.13095238095238096,0.23288072,-27.19670645
116,senate,W000817,Warren,MA,,D,4,0,0.00690333,-27.19670645
0,senate,Y000064,Young,IN,,Republican,88,0.9318181818181818,0.83331371,19.16519376
115,senate,Y000064,Young,IN,,R,84,0.9285714285714286,0.83481105,19.16519376
116,senate,Y000064,Young,IN,,R,4,1,0.8018697,19.16519376
